Date,AAPL_Adj Close,GOOG_Adj Close.1,TSLA_Adj Close.2,AAPL_Close,GOOG_Close.1,TSLA_Close.2,AAPL_High,GOOG_High.1,TSLA_High.2,AAPL_Low,GOOG_Low.1,TSLA_Low.2,AAPL_Open,GOOG_Open.1,TSLA_Open.2,AAPL_Volume,GOOG_Volume.1,TSLA_Volume.2
2015-01-02,24.347171783447266,26.10454559326172,14.620667457580566,27.332500457763672,26.16865348815918,14.620667457580566,27.860000610351562,26.49077033996582,14.883333206176758,26.837499618530273,26.133251190185547,14.21733283996582,27.84749984741211,26.37807846069336,14.857999801635742,212818400,28951268,71466000
2015-01-05,23.661270141601562,25.560379028320312,14.005999565124512,26.5625,25.623151779174805,14.005999565124512,27.162500381469727,26.14472007751465,14.433333396911621,26.352500915527344,25.582763671875,13.810667037963867,27.072500228881836,26.091365814208984,14.303333282470703,257142000,41196796,80527500
2015-01-06,23.663501739501953,24.967966079711914,14.085332870483398,26.565000534057617,25.029281616210938,14.085332870483398,26.857500076293945,25.738086700439453,14.279999732971191,26.157499313354492,24.98390769958496,13.61400032043457,26.635000228881836,25.67949676513672,14.003999710083008,263188400,57998800,93928500
2015-01-07,23.995315551757812,24.925188064575195,14.063332557678223,26.9375,24.986400604248047,14.063332557678223,27.049999237060547,25.29275894165039,14.3186674118042,26.674999237060547,24.914098739624023,13.985333442687988,26.799999237060547,25.28059196472168,14.223333358764648,160423600,41301082,44526000
2015-01-08,24.917264938354492,25.0037784576416,14.041333198547363,27.97249984741211,25.065183639526367,14.041333198547363,28.037500381469727,25.105073928833008,14.25333309173584,27.174999237060547,24.4827823638916,14.000666618347168,27.3075008392334,24.83132553100586,14.187333106994629,237458000,67071641,51637500
2015-01-09,24.94399070739746,24.679967880249023,13.77733325958252,28.002500534057617,24.740575790405273,13.77733325958252,28.3125,25.176876068115234,13.998666763305664,27.552499771118164,24.671764373779297,13.663999557495117,28.167499542236328,25.168899536132812,13.928000450134277,214798000,41427428,70024500
2015-01-12,24.3293514251709,24.499902725219727,13.480667114257812,27.3125,24.560070037841797,13.480667114257812,28.157499313354492,24.73090171813965,13.631333351135254,27.200000762939453,24.31125259399414,13.283332824707031,28.149999618530273,24.679243087768555,13.536666870117188,198603200,46535413,89254500
2015-01-13,24.54537010192871,24.680461883544922,13.616666793823242,27.55500030517578,24.741073608398438,13.616666793823242,28.200000762939453,25.080141067504883,13.840666770935059,27.227500915527344,24.552091598510742,13.394000053405762,27.857500076293945,24.873708724975586,13.554667472839355,268367600,47409807,67159500
2015-01-14,24.451841354370117,24.913747787475586,12.845999717712402,27.450000762939453,24.974931716918945,12.845999717712402,27.622499465942383,25.092607498168945,13.013333320617676,27.125,24.582508087158203,12.333333015441895,27.260000228881836,24.664783477783203,12.388667106628418,195826400,44714427,173278500
2015-01-15,23.788206100463867,24.959508895874023,12.791333198547363,26.704999923706055,25.02080535888672,12.791333198547363,27.514999389648438,25.214773178100586,13.050000190734863,26.665000915527344,24.819856643676758,12.666666984558105,27.5,25.209287643432617,12.965999603271484,240056000,54316718,78247500
2015-01-16,23.603368759155273,25.27237892150879,12.871333122253418,26.497499465942383,25.334444046020508,12.871333122253418,26.895000457763672,25.339929580688477,12.965999603271484,26.299999237060547,24.931549072265625,12.643333435058594,26.75749969482422,24.932048797607422,12.713333129882812,314053200,45965854,54048000
2015-01-20,24.211322784423828,25.213685989379883,12.795332908630371,27.18000030517578,25.275606155395508,12.795332908630371,27.24250030517578,25.554838180541992,12.941332817077637,26.625,25.23152732849121,12.469332695007324,26.959999084472656,25.480045318603516,12.924667358398438,199599600,44640224,67548000
2015-01-21,24.396167755126953,25.76780128479004,13.104666709899902,27.387500762939453,25.83108139038086,13.104666709899902,27.764999389648438,25.892911911010742,13.245332717895508,27.0674991607666,25.24070167541504,12.633999824523926,27.237499237060547,25.293058395385742,12.636667251586914,194303600,45374234,62295000
2015-01-22,25.030845642089844,26.58106231689453,13.441332817077637,28.100000381469727,26.64634132385254,13.441332817077637,28.11750030517578,26.74307632446289,13.549332618713379,27.43000030517578,25.913854598999023,13.013333320617676,27.565000534057617,26.002609252929688,13.133333206176758,215185600,53538588,61753500
2015-01-23,25.16000747680664,26.857622146606445,13.419333457946777,28.2450008392334,26.923580169677734,13.419333457946777,28.4375,27.034276962280273,13.566666603088379,27.88249969482422,26.5770320892334,13.222000122070312,28.075000762939453,26.706178665161133,13.352666854858398,185859200,45634948,51579000
2015-01-26,25.186729431152344,26.621850967407227,13.770000457763672,28.274999618530273,26.68722915649414,13.770000457763672,28.59000015258789,26.876211166381836,13.907999992370605,28.200000762939453,26.41098976135254,13.403332710266113,28.434999465942383,26.85277557373047,13.45533275604248,222460000,30874534,48517500
2015-01-27,24.30486488342285,25.797147750854492,13.732000350952148,27.28499984741211,25.86050033569336,13.732000350952148,28.1200008392334,26.46234893798828,13.868666648864746,27.25749969482422,25.838560104370117,13.553333282470703,28.104999542236328,26.425947189331055,13.628000259399414,382274800,38080263,41715000
2015-01-28,25.678882598876953,25.367881774902344,13.291333198547363,28.827499389648438,25.4301815032959,13.291333198547363,29.530000686645508,26.077903747558594,13.758000373840332,28.827499389648438,25.4301815032959,13.227999687194824,29.407499313354492,26.067432403564453,13.740667343139648,585908400,33676205,47244000
2015-01-29,26.478351593017578,25.400712966918945,13.680000305175781,29.725000381469727,25.463090896606445,13.680000305175781,29.797500610351562,25.48453140258789,13.732000350952148,28.889999389648438,24.99138641357422,13.100000381469727,29.079999923706055,25.480045318603516,13.404666900634766,337745600,83727244,53221500
2015-01-30,26.090866088867188,26.5875301361084,13.573332786560059,29.290000915527344,26.65282440185547,13.573332786560059,30.0,26.919591903686523,13.83133316040039,29.212499618530273,25.705425262451172,13.533332824707031,29.600000381469727,25.722379684448242,13.597332954406738,334982000,112127002,45105000
2015-02-02,26.418224334716797,26.28709602355957,14.062666893005371,29.657499313354492,26.351652145385742,14.062666893005371,29.792499542236328,26.5770320892334,14.130000114440918,29.020000457763672,25.856510162353516,13.553333282470703,29.512500762939453,26.51370620727539,13.597999572753906,250956400,56996054,62238000
2015-02-03,26.422685623168945,26.32489776611328,14.557332992553711,29.662500381469727,26.38954734802246,14.557332992553711,29.772499084472656,26.59697723388672,14.691332817077637,29.40250015258789,26.091365814208984,14.084667205810547,29.625,26.327716827392578,14.214667320251465,207662800,40773638,72393000
